A_1,A_2,A_3,A_4,A_5,A_6,A_7
6.1104,1.0521,3.7488,3.0058,9.0887,1.4792,C
5.412,0.08239,6.1818,5.0042,8.7528,3.4607,C
2.9294,1.972,2.0821,0.67322,7.9631,2.0012,C
4.5626,0.57509,6.4533,4.9616,7.2151,3.7606,C
0.39166,0.25315,4.6076,4.7454,3.954,3.8593,C
2.7962,0.0065717,4.0378,3.2061,5.7152,1.5631,C
4.4497,1.4126,1.2612,2.2589,7.4814,3.4393,C
5.3583,1.4326,7.5028,3.0493,8.4453,2.8557,C
5.455,3.2281,5.7701,4.1329,7.5025,3.8036,C
5.2199,2.9366,6.2879,4.943,7.4504,3.5064,C
4.7108,2.5998,5.8895,4.6942,7.0675,2.3926,C
2.2088,2.3172,4.0505,4.381,5.7633,4.0992,C
3.6865,2.9664,5.8107,2.7271,7.3587,1.4928,C
3.9215,2.2049,3.8559,3.0089,3.9587,2.4535,C
5.2396,2.3029,6.1009,2.2431,6.6231,4.1328,C
4.7657,1.5828,6.1931,3.7313,7.0151,1.2857,C
4.6592,0.62315,5.4403,4.4806,7.5312,5.3555,C
4.2911,2.0163,5.5279,1.7142,5.3778,4.9113,C
1.641,3.146,5.1762,4.3103,6.3977,5.352,C
0.4293,4.1066,4.4352,4.4064,1.4843,3.6083,C
0.098343,4.0921,2.727,3.6413,3.7984,3.9334,C
3.6123,4.4023,1.3662,3.3237,6.2723,0.0019357,C
3.5965,3.7537,3.3455,3.873,5.2672,2.8161,C
4.2729,2.9359,4.2377,2.9138,6.7894,4.4345,C
3.9764,1.5205,4.521,1.2093,6.431,0.32915,C
4.3297,1.0811,4.9438,0.0060169,6.1478,2.3918,C
3.5782,2.1794,4.1967,2.9796,3.2859,1.3531,C
4.6448,0.6196,3.5196,2.422,6.6987,2.9348,C
1.3682,0.030191,0.43637,1.5692,5.4463,3.7675,C
3.7672,0.010471,2.0162,2.1694,7.312,3.6834,C
4.657,2.5765,3.6207,2.4824,7.8555,4.5527,C
5.268,2.805,4.2761,1.5652,7.822,0.89032,C
0.6395,3.7811,3.4844,2.9037,7.527,3.5678,C
5.1976,1.5402,4.2735,0.37955,7.4758,4.9241,C
3.1638,0.29425,3.8446,0.81943,6.9779,5.0439,C
1.6999,0.082168,0.83766,2.071,5.5279,5.1954,C
4.1761,1.2539,1.2039,2.9604,1.5579,3.9924,C
3.0635,4.0548,0.75944,2.5321,7.858,4.8785,C
5.633,3.1067,3.8842,1.6756,7.5295,5.8042,C
5.8368,3.0726,3.2412,3.0954,8.5879,3.4975,C
5.6517,3.3462,4.1196,3.0491,9.2088,4.8737,C
6.2533,3.8165,5.0538,2.3791,9.6895,4.4504,C
5.7095,2.9371,5.9509,3.4417,6.901,2.8409,C
5.8637,2.8774,5.6928,1.5164,9.3645,5.1082,C
5.1108,2.6344,5.8115,0.54501,8.3334,3.9644,C
2.7258,0.29378,5.3786,1.3192,3.9849,1.4234,C
4.4401,1.6412,3.1978,0.42865,7.7715,1.6107,C
1.3524,0.50317,4.5601,0.91331,1.3806,4.8348,C
4.5525,2.8531,1.6969,0.0072646,8.5865,4.1305,C
4.7849,3.1522,4.3527,1.7251,8.0128,3.7961,C
3.5959,2.6353,4.7151,3.0483,6.9655,4.3153,C
0.80621,2.1131,5.374,3.2382,4.5937,4.7218,C
0.29939,3.1595,6.1694,4.8144,3.5777,4.397,C
2.1479,0.086421,6.8014,4.4855,2.5872,4.5684,C
1.5934,1.3426,6.5487,2.9571,2.4908,1.1914,C
2.9534,0.78865,6.5338,3.0099,4.8577,4.4556,C
0.00077195,0.61067,5.565,1.3421,5.8212,5.3257,C
2.7119,1.5913,0.31111,3.8839,3.1977,5.3473,C
0.53431,2.5611,6.2472,4.1096,4.7104,0.53065,C
1.7923,3.5904,7.2164,4.4176,2.291,5.0042,C
3.4564,4.8307,8.0271,4.7964,0.12213,4.0924,C
0.0010139,4.1015,8.1255,4.3257,2.4501,1.8594,C
0.013178,2.9757,6.3707,2.9448,4.9606,4.1174,C
1.6467,2.6365,7.0832,4.5204,3.7297,2.4446,C
0.93974,0.20886,5.2872,1.4075,2.8919,2.952,C
2.8825,3.8236,4.0134,1.1444,0.30573,2.2521,C
0.85354,3.4431,5.7192,2.6366,3.9811,2.4568,C
2.1671,2.1562,7.8275,0.20428,2.5471,4.9239,C
0.87019,3.2947,6.8411,4.6015,2.5395,3.1624,C
3.1861,1.8677,7.2077,3.9462,1.2679,3.9769,C
2.0753,0.60471,7.605,3.7397,2.9179,3.9406,C
4.1436,0.3978,7.2942,4.2244,4.4063,3.5863,C
4.1184,1.2848,6.0586,1.2056,1.3074,4.9807,C
4.1569,2.4361,5.5704,1.5645,4.2388,4.2268,C
2.0041,0.41423,6.5626,1.6005,2.0587,0.70413,C
2.8293,2.2761,8.1073,3.1443,2.4517,0.56398,C
0.12254,3.1465,8.7872,5.1127,4.1174,4.7265,C
4.0258,2.0105,7.1346,3.6501,4.5503,4.7842,C
3.9687,0.13903,8.9256,4.9822,5.0809,3.2931,C
4.7209,1.9206,7.6194,4.2117,5.2492,3.9829,C
5.4311,1.8904,5.5317,3.4053,5.681,1.4682,C
5.7762,2.7728,6.8194,1.0217,4.6764,6.2028,C
3.162,3.609,0.88553,0.090145,1.9669,0.2671,C
5.2155,3.4907,8.4585,3.9564,3.4271,6.4806,C
3.4004,3.7393,8.212,4.0595,3.1662,5.7111,C
0.4317,3.58,7.7503,3.5574,4.6936,4.3899,C
3.7843,2.7184,6.3918,2.7354,4.3527,0.37298,C
5.8502,1.2473,7.8615,2.5153,2.9846,5.3425,C
5.6739,0.70561,4.0446,1.7964,5.5148,2.6831,C
6.08,2.6986,4.7248,2.8212,5.6684,4.8225,C
6.3359,2.0562,4.553,0.015629,4.0895,4.1258,C
6.1588,3.4694,4.9606,2.9617,5.7003,4.9183,C
0.016506,0.6279,4.9739,0.31848,5.0642,3.5897,C
4.9533,3.407,3.7087,1.6987,4.0907,6.1879,C
1.1223,0.15868,6.2972,1.7882,2.6454,3.8421,C
4.8723,1.6965,6.4812,0.31574,3.3453,1.9798,C
5.7055,3.3418,6.725,3.6782,3.8965,3.5969,C
5.6157,1.3298,7.0261,3.3225,3.5141,0.84547,C
6.7299,3.5731,6.2758,3.6279,6.059,5.8971,C
6.8162,4.0124,5.4307,3.9438,6.2594,5.904,C
6.749,4.1787,3.6502,4.2608,6.6235,5.7588,C
6.5723,3.7585,3.9124,3.0024,6.709,6.2254,C
5.0687,0.24135,5.7179,2.9284,6.0085,5.3443,C
5.2846,0.78317,7.061,1.4095,3.6889,5.6341,C
0.75005,1.9317,7.3784,3.0891,4.6296,1.9368,C
4.4129,4.0987,7.2305,3.7569,2.8833,0.34508,C
5.4546,3.5708,5.7604,4.4636,5.5619,2.0774,C
0.056278,3.1292,7.3347,3.0887,2.3702,1.4962,C
5.831,2.4904,1.8685,4.0893,3.1213,4.3539,C
3.7434,2.7562,4.3749,3.1523,5.7902,4.2656,C
2.7335,0.85252,4.8713,3.2166,3.645,3.4857,C
0.94474,0.77881,5.6179,2.973,3.9986,5.1974,C
0.015471,2.45,6.46,2.658,2.9786,3.5111,C
2.7699,2.6754,0.078441,2.3757,3.4301,5.2011,C
2.2411,3.4218,6.0702,2.3812,2.6652,2.3081,C
2.0174,3.604,7.0406,4.004,5.7984,2.3537,C
1.4238,3.0156,7.7381,4.5884,6.7119,2.399,C
0.30676,3.3163,3.2226,2.927,4.9356,5.381,C
0.29776,0.78339,7.5665,3.6424,5.881,5.2214,C
0.25365,0.22612,6.2236,2.8364,1.8249,6.3725,C
3.0116,0.47181,1.0431,0.71242,5.7471,6.1479,C
2.4974,2.657,6.9134,3.575,6.7689,6.756,C
0.10754,3.0995,3.4455,2.7826,1.2791,4.9175,C
3.2432,3.3852,8.2067,4.3263,6.601,5.8986,C
2.1781,3.6915,7.4239,4.1967,6.18,4.3697,C
0.31964,3.4238,6.6342,3.5748,4.3997,3.8647,C
0.93268,0.6024,3.9373,1.5075,3.2762,2.2959,C
4.7544,5.2147,5.7795,4.1256,5.686,6.6348,C
1.6304,3.5891,6.7657,1.8524,4.2685,5.5991,C
1.6839,4.4185,6.5634,3.3856,6.5887,6.2569,C
3.4907,4.7774,7.057,3.7918,6.7234,6.8838,C
2.7343,3.6973,7.3379,3.1777,6.1258,6.7233,C
5.1252,3.9301,6.6556,3.0275,3.418,2.1229,C
4.9982,0.68705,7.3312,1.6021,5.512,5.4657,C
5.6558,3.5752,7.0245,1.481,3.7006,0.19057,C
6.0119,5.06,5.4843,2.9966,5.809,5.2706,C
5.8272,5.0665,5.4786,3.1977,6.0928,6.5247,C
1.546,4.0149,7.3875,3.7984,6.0519,6.1031,C
2.7325,5.0604,8.3792,3.415,7.0327,7.3821,C
4.9774,3.7862,8.7538,3.9801,7.0062,6.9117,C
5.586,0.65534,8.9408,3.6018,6.3094,7.0555,C
6.0593,2.8961,8.6315,2.5056,6.0094,7.0336,C
4.3798,1.0791,7.8663,2.0315,5.8103,6.7963,C
6.1869,4.3762,7.3095,1.5896,0.94499,4.3681,C
5.1696,4.2836,5.3991,1.5871,5.1497,1.9342,C
3.7093,3.6219,5.3995,2.7406,5.3369,5.2499,C
2.6779,2.4339,7.1508,2.3051,5.8164,6.3637,C
5.0418,2.1762,3.8783,2.187,5.6047,5.802,C
3.4842,1.5195,6.2957,2.323,1.1242,5.5621,C
2.5371,2.5973,1.031,0.1849,4.9247,0.14412,C
3.9178,2.7397,6.5705,2.3066,6.6747,3.4438,C
5.4021,0.71879,7.6672,2.2313,7.3364,4.2774,C
3.2213,3.2214,4.4003,0.049394,5.1666,4.6496,C
5.1575,2.3391,7.2978,1.355,6.5901,4.8762,C
4.8019,3.8353,6.0156,1.087,5.6553,3.0703,C
2.9931,4.0813,2.7016,2.1957,4.0616,2.2604,C
0.051163,4.3064,4.9989,2.2385,6.166,1.4436,C
3.8008,2.5836,6.7049,3.2484,6.7385,4.8798,C
5.0064,3.822,7.6009,2.9244,7.7729,5.124,C
5.9336,2.8384,8.0994,3.2689,7.9825,5.3372,C
6.6147,0.29055,8.5056,1.8176,8.1996,5.446,C
7.0716,3.3719,8.9226,1.0913,8.267,6.5232,C
6.4452,3.8039,8.1114,2.2084,7.1998,5.2159,C
6.9138,4.7292,8.7339,2.7333,7.4859,4.7716,C
5.9395,5.2643,7.9947,0.072213,5.689,4.9537,C
4.6713,4.6583,6.1727,1.5035,5.0584,2.9801,C
4.3805,2.5895,6.5917,1.1802,7.007,5.685,C
5.5784,5.0167,6.503,3.6001,6.1435,5.6925,C
6.1171,3.0787,7.8619,2.0715,6.8221,6.2438,C
5.3306,5.0252,7.6021,2.2623,6.1874,5.9956,C
6.1241,5.3337,6.7365,3.9039,5.3588,2.2147,C
4.8298,4.6632,2.0184,3.9202,2.9237,4.5577,C
4.557,2.2722,2.742,0.52526,6.1372,1.3946,C
2.2227,2.8344,4.2334,2.9859,3.8754,6.2518,C
1.8883,1.4314,5.65,1.4864,1.6392,6.2134,C
5.5998,4.1951,6.1755,3.8148,5.8399,5.4415,C
6.4666,4.7549,6.7388,4.7044,6.3667,5.5313,C
2.8882,4.3768,2.4171,4.6063,5.1199,2.8087,C
6.726,5.379,6.1262,5.7409,6.0428,1.7588,C
5.3969,5.289,0.002822,5.0883,4.7655,5.545,C
3.4126,4.46,5.4183,3.5848,5.7414,6.4685,C
4.8595,3.7319,7.4073,0.84988,6.662,7.5321,C
3.1714,3.0874,3.1286,0.64518,4.2819,5.1591,C
6.6422,3.218,7.6417,4.7701,7.6784,7.5101,C
6.1498,4.318,6.7517,4.1752,6.913,6.3971,C
5.6101,4.0271,5.4479,3.9602,5.2979,4.9456,C
3.813,3.5833,3.8755,3.8016,0.44158,4.34,C
6.7779,5.1779,6.8126,4.0248,6.6121,1.0585,C
2.1973,4.0191,0.57659,2.9101,4.3948,5.2755,C
4.2131,2.9733,3.8572,3.5032,4.3943,6.0695,C
5.4053,3.9333,5.4503,2.4376,5.0244,5.0347,C
5.8935,5.0432,6.6118,1.1684,5.892,4.552,C
3.888,1.0717,3.998,1.2083,5.2397,5.3308,C
2.9192,4.1354,4.239,3.0687,3.0519,6.5492,C
4.4342,3.138,3.9678,3.163,5.8502,5.2538,C
5.9908,1.1006,5.6706,3.7156,6.5435,5.9927,C
6.6456,4.4275,6.763,3.7025,7.335,4.0689,C
5.8225,4.7303,6.9301,0.65818,6.4285,3.598,C
6.3525,5.5368,7.4119,0.28222,7.0725,5.9142,C
5.6173,5.5895,7.17,1.1077,5.6775,6.0549,C
4.9039,5.4502,6.7722,3.344,5.5372,7.1347,C
3.4383,5.4816,6.0815,4.2621,4.0921,7.1696,C
0.11698,2.0349,2.1541,0.71412,1.9703,6.1986,C
3.4463,4.5765,3.3279,3.947,6.2735,6.5801,C
5.0194,2.7218,5.9168,0.30514,6.0027,6.5494,C
5.1606,2.0844,6.2391,1.4798,6.7286,3.5169,C
5.2976,4.1987,6.4003,3.3994,4.5001,3.2579,C
4.5901,2.7217,6.9451,1.5707,6.3205,0.47122,C
3.8277,4.0848,6.0816,4.1903,0.85134,4.243,C
2.3098,2.9968,5.4549,3.1191,3.8819,5.4019,C
1.8511,1.9663,5.2199,3.3332,2.012,2.5913,C
0.021974,3.5113,2.3622,2.7902,5.5466,4.9343,C
2.3267,3.0347,2.1089,2.1259,3.8506,1.7885,C
0.97292,3.1077,3.5165,2.7636,0.33938,5.0327,C
1.6804,2.8375,2.185,1.0168,4.2492,0.33567,C
2.3325,2.1866,4.0946,0.48967,5.0349,4.0827,C
2.8481,2.803,1.054,1.2105,4.9429,6.4564,C
4.5033,3.1143,6.2057,3.6548,6.0723,0.12564,C
3.7955,3.4755,5.6506,3.8254,2.9537,6.516,C
2.6179,4.3686,6.0536,3.8425,5.4008,4.8212,C
4.67E-05,3.369,5.8066,4.0862,6.0776,0.5354,C
5.5328,3.7916,6.424,4.2898,6.1824,3.8954,C
6.9306,1.6772,2.0692,0.59216,3.0528,0.00051427,C
5.47,2.8125,1.4805,2.4461,4.9989,5.3648,C
2.0837,0.8501,4.1619,2.8256,2.1728,0.35913,C
4.0114,2.2816,5.9097,1.7167,5.5709,0.47481,C
4.3943,3.1378,6.1147,3.124,5.894,3.5637,C
6.3379,3.5418,3.8537,0.60925,2.7036,4.4558,C
4.4928,2.7049,4.6106,1.3122,4.9236,3.521,C
2.4854,2.8899,1.6202,1.9271,0.32919,1.2973,C
1.2372,0.94135,3.8893,2.5527,0.27866,3.2607,C
4.5463,2.6887,3.5653,1.8752,0.79278,1.1633,C
0.94845,0.19987,2.7477,1.9081,4.7348,2.7434,C
3.6334,2.1019,4.5179,2.242,3.4034,3.745,C
2.2057,2.2815,3.3141,2.2207,2.4825,4.2999,C
3.2909,0.92781,2.9992,1.2398,3.916,5.1462,C
3.9705,1.3024,2.253,2.2165,1.4551,2.0009,C
4.15,3.1255,3.3176,0.88202,3.3848,4.4991,C
4.882,3.7275,4.5469,2.7421,0.19205,0.75216,C
3.491,3.987,5.0389,1.5972,3.6368,3.2689,C
4.6319,4.0215,5.5923,1.3648,2.7657,3.1492,C
3.9532,3.3973,5.3332,0.6515,3.8514,4.5703,C
3.7528,1.3857,3.6415,0.01058,2.5644,2.7834,C
2.9233,2.5633,4.5126,1.9603,1.3268,0.38063,C
3.3323,3.161,0.1121,3.8033,0.006454,2.1528,C
1.066,3.8876,2.6851,3.208,4.1315,3.0309,C
0.13,2.9833,4.2942,2.3831,2.2335,4.4995,C
5.8101,3.8872,5.9866,2.0077,6.0312,6.3426,C
4.2032,3.0385,2.2451,0.054627,3.7973,4.7314,C
5.0282,2.9343,5.4021,2.9567,5.5936,6.3557,C
5.3741,2.9902,6.3256,3.1482,6.6516,6.8904,C
5.0312,3.2415,7.0096,2.9728,6.2733,7.3739,C
2.1198,0.32739,4.3058,0.29926,4.955,0.74224,C
3.0934,0.27338,5.5469,1.7207,4.9972,6.2801,C
2.368,2.5877,2.6487,1.8636,2.8402,2.8906,C
2.2982,3.7274,3.9432,0.68607,5.9743,5.9847,C
3.5032,3.8279,6.1503,0.88571,5.9128,7.2771,C
4.7996,2.0976,6.288,0.1893,6.1629,7.0411,C
5.0616,3.2829,7.1053,3.54E-05,6.63,7.5942,C
6.3451,0.95385,7.4107,3.3427,6.6147,7.8251,C
6.2898,0.55038,7.5363,4.171,6.6932,7.6719,C
6.5148,0.32531,7.2789,4.4308,6.8926,7.6938,C
2.838,2.2804,3.7181,3.4455,1.0786,6.1873,C
5.2754,0.040189,5.653,3.6753,5.268,6.9575,C
2.4626,1.9102,0.33617,1.7325,3.0631,4.0873,C
4.5339,1.8036,5.7735,2.6607,5.487,5.2793,C
5.5853,0.01342,6.6522,3.9001,5.9934,7.1732,C
0.19874,3.6227,4.1251,5.0957,2.434,3.7142,C
5.0647,1.2553,6.0338,4.4743,4.5913,7.0244,C
0.4425,2.5894,4.6836,3.965,4.8498,5.9942,C
3.3333,3.6359,4.2006,4.4285,5.9983,4.1387,C
4.7946,4.2088,6.3673,4.7631,6.4518,4.9949,C
5.6722,0.92293,6.5319,0.99486,7.2621,2.9125,C
5.9224,3.0194,6.8029,3.8292,6.857,6.1942,C
5.7434,2.0792,6.5158,0.78202,6.8134,4.7031,C
4.7534,4.7217,5.673,3.0303,5.0526,5.0545,C
0.082193,5.4091,2.5186,4.647,4.2358,4.3643,C
5.4026,3.3067,6.5371,4.1212,6.9668,4.8187,C
6.3582,5.6752,7.1849,5.4164,7.9439,6.8226,C
7.0347,4.9088,7.9304,4.9755,8.5579,6.7578,C
6.9018,1.9038,8.3086,4.9031,8.3545,6.8913,C
6.616,2.7364,8.3079,4.4928,7.8841,6.3749,C
6.0988,2.1778,7.4892,4.6117,7.8877,5.7528,C
5.2503,4.455,7.1854,3.741,4.5167,3.8534,C
2.9535,4.45,4.9955,1.4011,3.2152,3.162,C
1.0303,3.6778,4.054,0.039826,5.7546,4.0262,C
4.3763,3.1837,6.1858,3.4798,6.562,5.8909,C
5.0816,0.13632,5.8306,3.6567,6.5095,5.3313,C
4.7288,1.4065,6.2422,3.6716,5.867,4.9381,C
3.3165,0.18535,5.5575,2.4832,4.961,3.9209,C
2.921,0.00083717,2.7018,2.0212,3.715,1.6865,C
0.71549,1.1568,2.2892,1.5815,1.869,5.7726,C
0.50709,1.3579,3.8474,1.6258,4.6148,4.7412,C
1.4809,2.5963,1.4469,0.37317,1.9549,5.7353,C
2.1491,1.6608,0.34147,3.1524,0.45983,4.2674,C
0.2343,0.32933,3.8641,2.5352,1.1883,0.64501,C
0.34221,0.82193,0.69475,0.68642,2.4554,5.7489,C
1.8634,0.40589,1.3812,3.1919,5.0308,4.1165,C
2.2369,1.9392,0.51853,1.1945,2.9223,6.1956,C
0.099155,0.001866,2.4938,3.1224,2.8378,4.0119,C
0.7523,0.074448,0.293,2.0515,1.9256,4.1272,C
1.5928,2.398,3.2552,1.5835,0.17005,1.2434,C
3.118,0.30719,1.6668,2.6796,4.8769,4.0458,C
0.37287,1.1051,2.2028,1.3121,1.6049,4.188,C
1.508,1.5427,0.20674,1.3163,0.3447,2.2885,C
1.8771,0.15268,0.043231,0.055678,1.2424,3.5186,C
